date,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,unassigned
2020-04-25,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,2,0,0,1,0
2020-04-26,0,0,0,0,0,1,1,1,1,3,1,3,1,1,0,0,0,1,0,0
2020-04-27,0,0,0,0,1,2,1,3,1,1,5,6,2,1,0,0,2,1,0,0
2020-04-28,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1,2,0,2,0,0
2020-04-29,0,0,1,0,3,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0
2020-04-30,0,0,0,0,1,1,1,0,3,3,1,2,0,2,4,2,1,2,2,0
2020-05-01,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,1,0,0,1,0
2020-05-02,0,0,0,1,0,0,1,2,1,0,4,0,1,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,1,0,1,0
2020-05-04,0,0,0,0,1,0,2,0,0,3,0,0,3,0,0,2,0,2,1,0
2020-05-05,0,1,0,0,0,1,1,2,0,0,3,2,0,0,0,0,2,6,7,0
2020-05-06,0,0,0,0,0,1,1,1,1,2,2,1,0,3,1,1,1,2,0,0
2020-05-07,0,0,0,0,4,2,0,1,2,4,1,1,2,0,1,0,1,1,1,0
2020-05-08,0,0,0,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2020-05-12,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0
2020-05-13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2020-05-17,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2020-05-19,0,1,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2020-05-20,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,2,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2020-05-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2020-06-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2020-06-03,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2020-06-04,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2020-06-06,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2020-06-10,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
2020-06-11,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2020-06-14,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-06-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-06-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-06-29,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0
2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
2020-07-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-07-15,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-18,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-07-19,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020-07-25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
2020-07-29,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2020-07-30,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-04,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
2020-08-05,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,1,3,1,1,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0
2020-08-08,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0
2020-08-09,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-10,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2020-08-11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-12,0,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0
2020-08-13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020-08-15,0,1,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
2020-08-18,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-26,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
2020-08-27,0,0,0,1,0,0,0,2,1,0,3,0,0,1,0,0,0,0,1,0
2020-08-28,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
2020-08-29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-30,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-08-31,1,1,0,2,0,2,0,0,2,1,3,1,0,0,0,0,0,0,0,0
2020-09-01,1,0,1,2,1,2,0,3,2,0,0,0,0,1,0,0,0,0,1,0
2020-09-02,0,0,0,1,3,2,2,2,3,0,2,1,0,1,0,0,0,0,1,0
2020-09-03,1,0,1,0,2,1,5,3,1,1,2,0,1,0,1,1,1,1,0,0
2020-09-04,1,0,0,1,2,3,2,1,2,3,1,1,1,1,0,0,0,0,0,0
2020-09-05,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0
2020-09-06,0,0,1,1,0,2,1,1,1,1,1,2,0,1,0,0,0,0,0,0
2020-09-07,0,0,0,2,2,6,2,2,0,4,2,1,0,1,0,1,0,0,0,0
2020-09-08,0,0,0,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020-09-09,0,0,1,0,1,3,1,2,2,0,0,2,0,3,0,0,0,0,0,0
2020-09-10,0,0,0,0,2,1,3,2,2,2,1,2,0,0,0,0,0,2,0,0
2020-09-11,1,5,4,1,1,2,4,6,3,1,1,2,1,0,0,0,1,0,0,0
2020-09-12,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2020-09-13,0,0,1,1,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,0
2020-09-14,1,1,2,1,1,3,1,3,2,0,1,1,1,1,1,0,2,1,0,0
2020-09-15,2,2,2,5,0,1,0,4,6,3,1,0,0,0,1,1,0,0,0,0
2020-09-16,0,0,1,0,1,4,0,1,0,2,0,1,1,0,0,2,0,0,1,0
2020-09-17,2,1,1,0,2,2,2,1,5,0,0,0,0,0,0,1,1,1,0,0
2020-09-18,3,1,1,3,4,8,3,0,0,1,2,2,1,2,0,0,2,0,1,1
2020-09-19,3,4,3,2,6,1,4,0,5,3,1,4,2,0,2,0,1,1,0,0
2020-09-20,0,2,1,3,3,2,1,2,0,3,2,0,2,0,1,0,0,1,1,0
2020-09-21,0,0,0,1,1,4,3,1,1,3,3,1,0,0,0,0,0,0,2,0
2020-09-22,1,1,2,0,7,2,1,2,0,3,3,0,1,0,1,0,1,0,0,0
2020-09-23,1,0,0,1,3,4,2,5,2,2,1,1,2,0,0,3,1,5,1,0
2020-09-24,1,2,6,6,4,3,6,3,7,3,5,4,2,2,0,0,0,0,0,2
2020-09-25,1,1,3,2,2,3,2,3,0,3,3,2,0,3,0,2,0,0,0,0
2020-09-26,1,0,1,3,9,3,3,2,1,1,2,0,0,2,0,1,1,0,0,0
2020-09-27,0,1,0,3,5,2,4,4,2,1,3,2,2,0,1,0,1,0,0,0
2020-09-28,0,1,1,3,2,5,4,1,3,7,2,3,2,1,1,0,0,0,0,0
2020-09-29,2,0,2,4,5,5,1,6,4,3,2,0,1,2,1,0,2,1,0,0
2020-09-30,1,0,3,4,3,4,4,1,10,4,3,5,6,0,1,3,1,2,1,0
2020-10-01,1,3,4,11,3,7,5,2,2,5,5,5,2,0,0,0,0,0,0,0
2020-10-02,1,1,2,11,4,3,6,5,5,4,2,1,1,2,2,0,0,0,0,0
2020-10-03,0,1,2,12,7,3,2,7,3,1,5,3,2,2,2,1,1,0,0,0
2020-10-04,1,0,0,3,7,3,1,4,2,6,4,4,2,2,0,1,0,0,1,0
2020-10-05,1,0,7,9,4,3,4,6,6,3,1,2,3,1,0,0,0,0,1,0
2020-10-06,1,1,0,14,7,7,3,4,4,4,3,2,2,0,1,3,2,0,0,0
2020-10-07,0,1,2,7,13,11,4,5,4,2,2,2,2,0,0,0,2,2,0,0
2020-10-08,2,2,5,9,5,7,10,2,5,6,6,2,1,1,1,3,3,3,1,0
2020-10-09,0,1,4,7,7,8,2,2,5,2,10,2,1,0,1,0,0,0,0,0
2020-10-10,2,1,1,3,1,4,3,2,2,2,0,1,4,0,0,1,0,0,0,0
2020-10-11,0,0,3,3,3,4,2,1,2,6,5,3,1,2,0,0,0,0,2,0
2020-10-12,1,4,7,6,7,9,5,11,7,4,7,7,2,0,2,6,6,6,2,0
2020-10-13,3,0,1,6,5,3,3,7,2,2,1,1,3,0,0,0,2,0,1,0
2020-10-14,1,2,2,9,4,3,7,7,5,4,5,1,2,2,2,1,0,0,0,0
2020-10-15,4,1,3,10,8,8,4,5,5,2,9,6,3,3,0,2,0,0,1,0
2020-10-16,2,1,3,4,3,6,5,1,3,4,3,6,3,0,0,1,0,1,3,0
2020-10-17,0,2,2,7,5,4,2,8,3,3,1,1,3,5,0,1,0,0,0,1
2020-10-18,2,1,2,6,3,3,6,7,3,3,3,0,6,1,1,1,0,0,0,1
2020-10-19,1,2,2,7,10,14,11,7,12,5,9,9,4,1,0,2,1,0,1,0
2020-10-20,1,3,7,8,10,9,18,12,8,8,4,4,2,2,3,0,0,3,0,1
2020-10-21,1,5,6,7,12,11,8,2,11,7,9,8,9,3,3,6,2,0,1,0
2020-10-22,2,1,2,9,6,6,6,6,10,7,5,4,3,2,4,1,0,1,0,0
2020-10-23,1,2,8,11,9,10,8,6,8,12,3,8,1,3,1,1,1,0,0,0
2020-10-24,2,1,0,4,3,6,2,3,4,7,6,3,3,2,2,1,2,0,0,1
2020-10-25,0,0,3,4,5,7,5,5,3,4,5,2,2,0,0,0,0,0,1,0
2020-10-26,3,1,4,8,16,11,12,8,10,9,8,4,5,1,0,2,2,1,0,0
2020-10-27,1,3,3,4,4,5,11,7,8,9,10,2,8,0,1,3,2,2,0,2
2020-10-28,2,2,2,5,3,8,8,12,2,5,5,4,3,2,3,3,3,1,1,0
2020-10-29,2,4,4,6,11,6,14,13,9,10,8,6,3,6,2,3,1,1,1,1
2020-10-30,0,1,4,8,5,10,10,8,13,14,9,2,6,3,5,1,2,1,1,0
2020-10-31,1,2,4,3,4,8,5,6,9,8,5,4,5,1,0,2,1,0,0,0
2020-11-01,0,1,4,4,7,6,6,7,6,5,4,12,0,2,0,1,4,0,0,0
2020-11-02,1,7,8,10,11,12,11,21,19,17,9,7,8,5,6,2,2,1,1,0
2020-11-03,2,2,2,6,12,15,10,12,8,4,12,4,6,1,2,0,4,2,0,0
2020-11-04,1,2,6,8,5,7,6,10,9,9,13,12,2,3,1,0,2,1,1,0
2020-11-05,4,2,6,8,3,5,14,9,7,7,13,2,1,4,2,0,1,1,1,0
2020-11-06,2,3,3,11,9,15,8,11,8,9,5,7,4,5,1,3,0,2,1,0
2020-11-07,1,8,6,6,4,9,15,7,7,3,3,4,0,0,3,2,4,1,0,0
2020-11-08,0,2,2,5,7,8,11,12,7,4,3,6,5,4,1,2,3,2,1,0
2020-11-09,1,5,11,10,9,13,15,10,7,10,10,7,3,4,2,1,0,4,3,2
2020-11-10,2,4,6,14,18,16,13,8,13,12,8,3,6,2,4,1,3,3,0,0
2020-11-11,2,5,10,4,16,11,20,11,12,6,8,5,3,3,5,2,4,0,1,0
2020-11-12,3,3,9,8,10,13,15,16,13,15,6,9,5,4,2,3,0,1,1,0
2020-11-13,3,3,13,8,11,14,12,15,13,3,5,12,10,4,3,9,4,2,2,0
2020-11-14,3,0,7,6,2,11,10,7,6,11,8,6,5,6,4,1,0,1,0,0
2020-11-15,4,4,2,12,4,6,7,7,12,10,8,6,6,1,2,0,2,0,0,0
2020-11-16,6,5,9,10,11,21,12,14,10,17,9,6,7,6,3,0,2,2,0,1
2020-11-17,1,4,9,11,12,21,10,9,16,13,12,7,4,2,3,2,2,2,0,1
2020-11-18,4,2,14,10,17,14,13,10,17,18,7,6,5,6,4,2,2,1,2,0
2020-11-19,7,5,9,5,10,10,16,18,18,8,5,4,5,6,2,2,1,1,2,1
2020-11-20,4,9,4,13,11,13,16,11,9,10,12,8,4,2,5,3,1,0,2,0
2020-11-21,6,3,3,8,8,12,9,11,8,4,9,2,2,4,2,2,2,2,0,0
2020-11-22,5,9,1,8,11,8,10,13,13,8,8,2,5,1,3,2,0,0,0,0
2020-11-23,6,11,10,8,13,13,11,13,15,14,12,8,8,1,1,2,2,1,0,1
2020-11-24,5,5,10,11,13,8,13,11,14,9,6,4,5,4,0,2,4,1,1,0
2020-11-25,8,5,16,16,14,12,13,20,15,8,7,6,5,2,2,1,4,0,0,0
2020-11-26,2,2,10,14,11,9,12,18,10,10,10,7,5,5,2,1,3,0,3,0
2020-11-27,6,9,7,16,9,12,7,22,19,15,10,10,8,1,3,1,1,2,0,0
2020-11-28,2,1,9,8,7,15,16,10,7,7,6,3,1,5,2,2,3,1,2,0
2020-11-29,2,1,7,6,8,9,8,13,16,12,7,8,8,1,0,3,1,1,0,0
2020-11-30,3,7,13,13,16,12,23,5,9,10,11,8,8,2,2,1,2,2,1,0
2020-12-01,2,1,13,12,6,11,10,17,10,11,6,1,4,2,2,0,3,2,1,0
2020-12-02,6,5,15,9,8,14,15,9,16,13,7,6,4,4,3,2,1,1,1,0
2020-12-03,7,1,15,17,10,9,6,17,13,11,1,9,3,6,3,0,1,0,1,0
2020-12-04,3,9,15,18,8,14,8,19,12,19,8,5,4,3,4,2,2,2,0,0
2020-12-05,3,6,7,10,6,7,11,17,19,5,12,7,9,7,1,1,1,1,0,0
2020-12-06,4,8,12,10,6,10,24,15,11,15,8,6,9,4,2,2,0,3,2,0
2020-12-07,7,4,23,10,21,17,19,22,21,19,15,12,6,5,3,0,7,1,1,0
2020-12-08,5,10,27,17,13,16,20,16,18,12,18,11,7,1,2,0,1,1,1,1
2020-12-09,7,12,25,23,18,19,16,30,24,24,14,12,9,7,4,3,3,2,2,0
2020-12-10,7,19,20,32,23,24,20,20,27,26,12,12,6,5,2,0,2,1,0,0
2020-12-11,4,21,16,20,11,15,26,23,24,34,26,18,6,6,5,3,4,1,2,0
2020-12-12,5,14,30,31,24,25,22,35,39,25,17,15,11,6,7,2,1,0,4,0
2020-12-13,7,16,41,37,24,28,28,29,40,42,35,15,16,13,4,1,1,4,1,0
2020-12-14,9,26,46,35,40,31,34,37,39,42,29,18,21,9,6,6,6,3,5,0
2020-12-15,8,25,40,47,38,50,37,47,52,40,34,34,25,14,9,6,3,4,1,0
2020-12-16,13,31,59,38,42,54,57,57,54,47,33,26,21,16,9,4,9,2,2,0
2020-12-17,12,15,44,46,39,53,55,49,37,34,29,31,26,17,12,3,5,6,4,0
2020-12-18,13,29,38,40,34,51,54,59,52,57,38,33,23,22,10,4,4,5,2,0
2020-12-19,11,10,39,22,22,32,29,41,42,26,29,17,23,11,4,4,7,5,3,1
2020-12-20,6,20,29,24,34,40,40,53,54,55,33,24,29,15,10,3,6,5,3,0
